transaction_id,customer_id,transaction_amount,transaction_date,payment_method,product_category,quantity,customer_age,customer_location,device_used,ip_address,shipping_address,billing_address,is_fraudulent,account_age_days,transaction_hour,tx_date
TX-20260108092137-000003-0096,CUST-000003,3932.9,2025-09-08 07:17:22,debit_card,Electronics,1,50,"New York, US",tablet,201.125.89.115,"New York, US","New York, US",0,206,7,2025-09-08 07:17:22
TX-20260108092137-000003-0097,CUST-000003,3484.05,2025-09-09 00:41:54,wallet,Electronics,2,49,"New York, US",tablet,201.125.89.27,"New York, US","New York, US",0,207,0,2025-09-09 00:41:54
TX-20260108092137-000003-0098,CUST-000003,7850.79,2025-09-10 00:19:11,cod,Electronics,1,48,"New York, US",tablet,201.125.89.144,"Sao Paulo, BR","New York, US",1,208,0,2025-09-10 00:19:11
TX-20260108092137-000003-0099,CUST-000003,50.0,2025-09-10 01:44:39,wallet,Grocery,3,50,"New York, US",mobile,201.125.89.85,"New York, US","New York, US",0,208,1,2025-09-10 01:44:39
TX-20260108092137-000003-0100,CUST-000003,2833.69,2025-09-10 17:06:11,bank_transfer,Digital,3,50,"New York, US",tablet,201.125.89.30,"New York, US","New York, US",1,208,17,2025-09-10 17:06:11
TX-20260108092137-000003-0101,CUST-000003,5444.91,2025-09-10 20:49:04,credit_card,Grocery,4,51,"New York, US",tablet,201.125.89.205,"New York, US","New York, US",0,208,20,2025-09-10 20:49:04
TX-20260108092137-000003-0102,CUST-000003,2015.73,2025-09-11 07:57:22,credit_card,Electronics,2,50,"New York, US",desktop,201.125.89.184,"New York, US","New York, US",0,209,7,2025-09-11 07:57:22
TX-20260108092137-000003-0103,CUST-000003,3641.64,2025-09-11 23:30:03,wallet,Luxury,4,50,"New York, US",tablet,201.125.89.219,"New York, US","New York, US",0,209,23,2025-09-11 23:30:03
TX-20260108092137-000003-0104,CUST-000003,1594.75,2025-09-12 04:02:51,debit_card,Digital,1,51,"New York, US",tablet,201.125.89.12,"New York, US","New York, US",0,210,4,2025-09-12 04:02:51
TX-20260108092137-000003-0105,CUST-000003,2068.13,2025-09-12 18:15:22,cod,Electronics,3,50,"New York, US",desktop,201.125.89.151,"New York, US","New York, US",0,210,18,2025-09-12 18:15:22
TX-20260108092137-000003-0106,CUST-000003,23040.5,2025-09-14 08:26:32,bank_transfer,Electronics,3,49,"New York, US",tablet,201.125.89.240,"New York, US","New York, US",1,212,8,2025-09-14 08:26:32
TX-20260108092137-000003-0107,CUST-000003,3067.92,2025-09-14 13:19:57,cod,Fashion,2,50,"New York, US",tablet,201.125.89.209,"New York, US","New York, US",0,212,13,2025-09-14 13:19:57
TX-20260108092137-000003-0108,CUST-000003,3880.97,2025-09-14 15:37:44,cod,Luxury,3,48,"New York, US",tablet,201.125.89.235,"Johannesburg, ZA","New York, US",0,212,15,2025-09-14 15:37:44
TX-20260108092137-000003-0109,CUST-000003,4068.18,2025-09-15 09:08:03,bank_transfer,Grocery,1,49,"New York, US",desktop,201.125.89.36,"New York, US","New York, US",0,213,9,2025-09-15 09:08:03
TX-20260108092137-000003-0110,CUST-000003,2426.27,2025-09-16 01:17:37,cod,Grocery,1,50,"New York, US",tablet,201.125.89.162,"Sao Paulo, BR","New York, US",1,214,1,2025-09-16 01:17:37
TX-20260108092137-000003-0111,CUST-000003,3925.61,2025-09-18 06:27:04,wallet,Digital,1,48,"New York, US",tablet,201.125.89.252,"New York, US","New York, US",0,216,6,2025-09-18 06:27:04
TX-20260108092137-000003-0112,CUST-000003,4207.96,2025-09-19 17:29:41,debit_card,Luxury,4,49,"New York, US",tablet,201.125.89.182,"New York, US","New York, US",0,217,17,2025-09-19 17:29:41
TX-20260108092137-000003-0113,CUST-000003,4116.14,2025-09-20 01:52:52,bank_transfer,Luxury,3,49,"New York, US",tablet,201.125.89.107,"New York, US","New York, US",0,218,1,2025-09-20 01:52:52
TX-20260108092137-000003-0114,CUST-000003,3089.22,2025-09-20 13:44:24,cod,Grocery,3,50,"New York, US",desktop,201.125.89.134,"New York, US","New York, US",0,218,13,2025-09-20 13:44:24
TX-20260108092137-000003-0115,CUST-000003,5244.99,2025-09-20 17:35:00,credit_card,Digital,1,50,"New York, US",tablet,201.125.89.202,"New York, US","New York, US",1,218,17,2025-09-20 17:35:00
TX-20260108092137-000003-0116,CUST-000003,6321.64,2025-09-22 12:16:45,wallet,Fashion,5,51,"New York, US",tablet,201.125.89.53,"New York, US","New York, US",0,220,12,2025-09-22 12:16:45
TX-20260108092137-000003-0117,CUST-000003,25413.21,2025-09-22 15:17:18,bank_transfer,Electronics,2,49,"New York, US",tablet,201.125.89.144,"New York, US","New York, US",0,220,15,2025-09-22 15:17:18
TX-20260108092137-000003-0118,CUST-000003,833.79,2025-09-23 06:45:45,cod,Home,6,50,"New York, US",tablet,201.125.89.205,"New York, US","New York, US",0,221,6,2025-09-23 06:45:45
TX-20260108092137-000003-0119,CUST-000003,2354.31,2025-09-23 07:56:17,credit_card,Home,3,52,"New York, US",tablet,201.125.89.248,"Singapore, SG","New York, US",1,221,7,2025-09-23 07:56:17
TX-20260108092137-000003-0120,CUST-000003,22130.31,2025-09-24 01:34:03,wallet,Fashion,1,51,"New York, US",tablet,201.125.89.223,"New York, US","New York, US",1,222,1,2025-09-24 01:34:03
TX-20260108092137-000003-0121,CUST-000003,5806.02,2025-09-25 06:34:11,wallet,Luxury,1,52,"New York, US",tablet,201.125.89.199,"New York, US","New York, US",0,223,6,2025-09-25 06:34:11
TX-20260108092137-000003-0122,CUST-000003,2623.12,2025-09-25 07:38:53,bank_transfer,Fashion,1,50,"New York, US",mobile,201.125.89.45,"New York, US","New York, US",0,223,7,2025-09-25 07:38:53
TX-20260108092137-000003-0123,CUST-000003,24143.29,2025-09-25 08:58:49,credit_card,Home,5,49,"New York, US",tablet,201.125.89.42,"New York, US","New York, US",1,223,8,2025-09-25 08:58:49
TX-20260108092137-000003-0124,CUST-000003,544.0,2025-09-27 07:17:30,wallet,Home,3,50,"New York, US",mobile,201.125.89.238,"New York, US","New York, US",0,225,7,2025-09-27 07:17:30
TX-20260108092137-000003-0125,CUST-000003,14816.68,2025-09-27 13:48:35,cod,Digital,4,50,"New York, US",tablet,201.125.89.141,"New York, US","New York, US",1,225,13,2025-09-27 13:48:35
TX-20260108092137-000003-0126,CUST-000003,4561.85,2025-09-27 16:49:37,wallet,Luxury,1,49,"New York, US",tablet,201.125.89.18,"New York, US","New York, US",0,225,16,2025-09-27 16:49:37
TX-20260108092137-000003-0127,CUST-000003,4443.67,2025-09-27 22:37:57,cod,Luxury,3,49,"New York, US",tablet,201.125.89.227,"New York, US","New York, US",1,225,22,2025-09-27 22:37:57
TX-20260108092137-000003-0128,CUST-000003,2826.8,2025-09-28 18:50:46,wallet,Grocery,1,49,"New York, US",tablet,201.125.89.136,"New York, US","New York, US",0,226,18,2025-09-28 18:50:46
TX-20260108092137-000003-0129,CUST-000003,2040.58,2025-09-28 20:26:41,credit_card,Electronics,1,48,"New York, US",tablet,201.125.89.232,"New York, US","New York, US",0,226,20,2025-09-28 20:26:41
TX-20260108092137-000003-0130,CUST-000003,2185.81,2025-09-29 12:36:14,debit_card,Electronics,1,51,"New York, US",tablet,201.125.89.235,"New York, US","New York, US",0,227,12,2025-09-29 12:36:14
TX-20260108092137-000003-0131,CUST-000003,12099.52,2025-09-29 22:29:07,wallet,Luxury,2,50,"New York, US",mobile,201.125.89.132,"Singapore, SG","New York, US",1,227,22,2025-09-29 22:29:07
TX-20260108092137-000003-0132,CUST-000003,2500.44,2025-09-30 14:54:23,credit_card,Grocery,1,49,"New York, US",mobile,201.125.89.22,"New York, US","New York, US",0,228,14,2025-09-30 14:54:23
TX-20260108092137-000003-0133,CUST-000003,1814.39,2025-10-01 00:01:21,cod,Luxury,3,50,"New York, US",tablet,201.125.89.172,"New York, US","New York, US",0,229,0,2025-10-01 00:01:21
TX-20260108092137-000003-0134,CUST-000003,3702.29,2025-10-01 04:59:02,bank_transfer,Electronics,1,49,"New York, US",tablet,201.125.89.225,"New York, US","New York, US",0,229,4,2025-10-01 04:59:02
TX-20260108092137-000003-0135,CUST-000003,1838.61,2025-10-02 09:46:32,credit_card,Digital,2,49,"New York, US",tablet,201.125.89.184,"New York, US","New York, US",0,230,9,2025-10-02 09:46:32
TX-20260108092137-000003-0136,CUST-000003,19170.61,2025-10-02 12:29:00,credit_card,Fashion,4,51,"New York, US",tablet,201.125.89.211,"New York, US","New York, US",1,230,12,2025-10-02 12:29:00
TX-20260108092137-000003-0137,CUST-000003,4482.76,2025-10-03 20:23:53,bank_transfer,Home,1,50,"New York, US",tablet,201.125.89.5,"New York, US","New York, US",0,231,20,2025-10-03 20:23:53
TX-20260108092137-000003-0138,CUST-000003,23614.05,2025-10-05 02:39:17,credit_card,Digital,2,50,"New York, US",mobile,201.125.89.150,"New York, US","New York, US",1,233,2,2025-10-05 02:39:17
TX-20260108092137-000003-0139,CUST-000003,56.26,2025-10-05 11:10:00,wallet,Luxury,1,50,"New York, US",tablet,201.125.89.78,"New York, US","New York, US",0,233,11,2025-10-05 11:10:00
TX-20260108092137-000003-0140,CUST-000003,2597.82,2025-10-07 02:32:22,bank_transfer,Home,2,52,"New York, US",tablet,201.125.89.122,"New York, US","New York, US",1,235,2,2025-10-07 02:32:22
TX-20260108092137-000003-0141,CUST-000003,1311.23,2025-10-07 14:33:49,bank_transfer,Luxury,1,49,"New York, US",tablet,201.125.89.77,"New York, US","New York, US",0,235,14,2025-10-07 14:33:49
TX-20260108092137-000003-0142,CUST-000003,2193.4,2025-10-08 07:07:57,wallet,Electronics,4,49,"New York, US",tablet,201.125.89.32,"New York, US","New York, US",1,236,7,2025-10-08 07:07:57
TX-20260108092137-000003-0143,CUST-000003,1581.8,2025-10-08 18:05:09,bank_transfer,Luxury,2,51,"New York, US",tablet,201.125.89.54,"New York, US","New York, US",0,236,18,2025-10-08 18:05:09
TX-20260108092137-000003-0144,CUST-000003,2314.18,2025-10-08 19:24:35,wallet,Fashion,2,50,"New York, US",tablet,201.125.89.132,"New York, US","New York, US",1,236,19,2025-10-08 19:24:35
TX-20260108092137-000003-0145,CUST-000003,4000.26,2025-10-08 22:00:15,cod,Grocery,1,50,"New York, US",tablet,201.125.89.205,"New York, US","New York, US",0,236,22,2025-10-08 22:00:15
TX-20260108092137-000003-0146,CUST-000003,24289.2,2025-10-09 16:35:28,cod,Home,1,50,"New York, US",tablet,201.125.89.172,"New York, US","New York, US",1,237,16,2025-10-09 16:35:28
TX-20260108092137-000003-0147,CUST-000003,14106.42,2025-10-10 00:34:08,cod,Home,2,49,"New York, US",desktop,201.125.89.168,"New York, US","New York, US",1,238,0,2025-10-10 00:34:08
TX-20260108092137-000003-0148,CUST-000003,3611.52,2025-10-10 12:23:30,credit_card,Fashion,3,50,"New York, US",tablet,201.125.89.158,"New York, US","New York, US",0,238,12,2025-10-10 12:23:30
TX-20260108092137-000003-0149,CUST-000003,2363.79,2025-10-10 17:16:38,debit_card,Luxury,5,50,"New York, US",tablet,201.125.89.246,"New York, US","New York, US",0,238,17,2025-10-10 17:16:38
TX-20260108092137-000003-0150,CUST-000003,20597.24,2025-10-10 23:21:04,debit_card,Fashion,2,50,"New York, US",tablet,201.125.89.216,"New York, US","New York, US",1,238,23,2025-10-10 23:21:04
TX-20260108092137-000003-0151,CUST-000003,2344.23,2025-10-11 02:03:17,wallet,Home,2,50,"New York, US",tablet,201.125.89.79,"New York, US","New York, US",0,239,2,2025-10-11 02:03:17
TX-20260108092137-000003-0152,CUST-000003,12164.5,2025-10-11 07:29:44,cod,Electronics,2,50,"New York, US",mobile,201.125.89.187,"Lagos, NG","New York, US",1,239,7,2025-10-11 07:29:44
TX-20260108092137-000003-0153,CUST-000003,12685.54,2025-10-11 11:58:26,cod,Digital,2,49,"New York, US",tablet,201.125.89.104,"New York, US","New York, US",0,239,11,2025-10-11 11:58:26
TX-20260108092137-000003-0154,CUST-000003,4231.22,2025-10-14 00:26:44,credit_card,Luxury,2,52,"New York, US",tablet,201.125.89.94,"Berlin, DE","New York, US",1,242,0,2025-10-14 00:26:44
TX-20260108092137-000003-0155,CUST-000003,3368.34,2025-10-14 03:29:28,cod,Digital,1,50,"New York, US",mobile,201.125.89.131,"New York, US","New York, US",1,242,3,2025-10-14 03:29:28
TX-20260108092137-000003-0156,CUST-000003,4246.21,2025-10-16 13:01:13,credit_card,Digital,5,48,"New York, US",tablet,201.125.89.194,"Berlin, DE","New York, US",1,244,13,2025-10-16 13:01:13
TX-20260108092137-000003-0157,CUST-000003,1605.53,2025-10-16 19:13:37,debit_card,Luxury,1,51,"New York, US",tablet,201.125.89.241,"Sao Paulo, BR","New York, US",1,244,19,2025-10-16 19:13:37
TX-20260108092137-000003-0158,CUST-000003,1436.42,2025-10-17 08:06:58,bank_transfer,Fashion,1,48,"New York, US",tablet,201.125.89.11,"New York, US","New York, US",0,245,8,2025-10-17 08:06:58
TX-20260108092137-000003-0159,CUST-000003,2532.78,2025-10-17 21:00:11,wallet,Home,3,50,"New York, US",tablet,201.125.89.12,"New York, US","New York, US",1,245,21,2025-10-17 21:00:11
TX-20260108092137-000003-0160,CUST-000003,3661.73,2025-10-19 03:27:49,credit_card,Digital,2,49,"New York, US",tablet,201.125.89.214,"New York, US","New York, US",0,247,3,2025-10-19 03:27:49
TX-20260108092137-000003-0161,CUST-000003,3166.72,2025-10-20 16:53:42,cod,Fashion,4,49,"New York, US",tablet,201.125.89.151,"New York, US","New York, US",0,248,16,2025-10-20 16:53:42
TX-20260108092137-000003-0162,CUST-000003,4619.89,2025-10-21 22:15:11,cod,Grocery,4,50,"New York, US",tablet,201.125.89.210,"Singapore, SG","New York, US",0,249,22,2025-10-21 22:15:11
TX-20260108092137-000003-0163,CUST-000003,2374.78,2025-10-23 02:28:15,bank_transfer,Luxury,2,50,"New York, US",tablet,201.125.89.20,"Paris, FR","New York, US",1,251,2,2025-10-23 02:28:15
TX-20260108092137-000003-0164,CUST-000003,282.65,2025-10-23 21:06:51,debit_card,Fashion,2,50,"New York, US",tablet,201.125.89.210,"New York, US","New York, US",0,251,21,2025-10-23 21:06:51
TX-20260108092137-000003-0165,CUST-000003,2775.63,2025-10-25 01:35:20,wallet,Digital,1,51,"New York, US",tablet,201.125.89.123,"New York, US","New York, US",1,253,1,2025-10-25 01:35:20
TX-20260108092137-000003-0166,CUST-000003,5142.22,2025-10-26 03:46:59,bank_transfer,Electronics,6,49,"New York, US",tablet,201.125.89.152,"New York, US","New York, US",1,254,3,2025-10-26 03:46:59
TX-20260108092137-000003-0167,CUST-000003,3948.97,2025-10-26 13:37:24,credit_card,Luxury,1,49,"New York, US",tablet,201.125.89.237,"New York, US","New York, US",1,254,13,2025-10-26 13:37:24
TX-20260108092137-000003-0168,CUST-000003,5540.35,2025-10-26 17:38:11,cod,Luxury,1,50,"New York, US",tablet,201.125.89.243,"Hyderabad, IN","New York, US",1,254,17,2025-10-26 17:38:11
TX-20260108092137-000003-0169,CUST-000003,6429.56,2025-10-27 03:09:01,bank_transfer,Home,1,50,"New York, US",tablet,201.125.89.154,"New York, US","New York, US",0,255,3,2025-10-27 03:09:01
TX-20260108092137-000003-0170,CUST-000003,3677.67,2025-10-27 19:44:56,debit_card,Luxury,4,50,"New York, US",tablet,201.125.89.186,"New York, US","New York, US",0,255,19,2025-10-27 19:44:56
TX-20260108092137-000003-0171,CUST-000003,2921.02,2025-10-27 22:23:41,cod,Luxury,1,49,"New York, US",tablet,201.125.89.34,"New York, US","New York, US",1,255,22,2025-10-27 22:23:41
TX-20260108092137-000003-0172,CUST-000003,4028.04,2025-10-28 09:35:32,cod,Digital,2,48,"New York, US",tablet,201.125.89.25,"New York, US","New York, US",0,256,9,2025-10-28 09:35:32
TX-20260108092137-000003-0173,CUST-000003,3833.99,2025-10-28 22:55:55,cod,Electronics,2,49,"New York, US",tablet,201.125.89.31,"New York, US","New York, US",1,256,22,2025-10-28 22:55:55
TX-20260108092137-000003-0174,CUST-000003,757.31,2025-10-30 11:31:46,cod,Luxury,2,47,"New York, US",tablet,201.125.89.134,"New York, US","New York, US",0,258,11,2025-10-30 11:31:46
TX-20260108092137-000003-0175,CUST-000003,3878.54,2025-10-31 06:14:10,cod,Home,2,50,"New York, US",tablet,201.125.89.203,"New York, US","New York, US",0,259,6,2025-10-31 06:14:10
TX-20260108092137-000003-0176,CUST-000003,2347.91,2025-11-01 10:29:38,cod,Electronics,2,50,"New York, US",tablet,201.125.89.197,"New York, US","New York, US",0,260,10,2025-11-01 10:29:38
TX-20260108092137-000003-0177,CUST-000003,3235.14,2025-11-02 18:35:13,wallet,Luxury,2,49,"New York, US",desktop,201.125.89.2,"New York, US","New York, US",0,261,18,2025-11-02 18:35:13
TX-20260108092137-000003-0178,CUST-000003,4112.59,2025-11-03 01:49:31,cod,Luxury,1,50,"New York, US",tablet,201.125.89.168,"New York, US","New York, US",1,262,1,2025-11-03 01:49:31
TX-20260108092137-000003-0179,CUST-000003,50.0,2025-11-03 12:56:12,bank_transfer,Grocery,4,49,"New York, US",tablet,201.125.89.150,"New York, US","New York, US",0,262,12,2025-11-03 12:56:12
TX-20260108092137-000003-0180,CUST-000003,1466.41,2025-11-03 19:30:39,bank_transfer,Luxury,2,48,"New York, US",tablet,201.125.89.175,"New York, US","New York, US",0,262,19,2025-11-03 19:30:39
TX-20260108092137-000003-0181,CUST-000003,2527.73,2025-11-04 21:28:45,cod,Luxury,1,50,"New York, US",tablet,201.125.89.143,"New York, US","New York, US",0,263,21,2025-11-04 21:28:45
TX-20260108092137-000003-0182,CUST-000003,764.99,2025-11-04 22:26:02,cod,Grocery,3,50,"New York, US",desktop,201.125.89.219,"New York, US","New York, US",0,263,22,2025-11-04 22:26:02
TX-20260108092137-000003-0183,CUST-000003,20121.51,2025-11-07 03:35:35,debit_card,Home,3,49,"New York, US",mobile,201.125.89.131,"New York, US","New York, US",1,266,3,2025-11-07 03:35:35
TX-20260108092137-000003-0184,CUST-000003,4372.47,2025-11-09 05:56:37,cod,Luxury,1,50,"New York, US",tablet,201.125.89.42,"New York, US","New York, US",0,268,5,2025-11-09 05:56:37
TX-20260108092137-000003-0185,CUST-000003,3372.3,2025-11-09 19:19:18,credit_card,Fashion,3,50,"New York, US",tablet,201.125.89.23,"New York, US","New York, US",1,268,19,2025-11-09 19:19:18
TX-20260108092137-000003-0186,CUST-000003,77.04,2025-11-10 05:34:17,credit_card,Luxury,2,50,"New York, US",tablet,201.125.89.253,"New York, US","New York, US",1,269,5,2025-11-10 05:34:17
TX-20260108092137-000003-0187,CUST-000003,2060.61,2025-11-10 22:04:25,wallet,Digital,4,49,"New York, US",mobile,201.125.89.113,"Toronto, CA","New York, US",1,269,22,2025-11-10 22:04:25
TX-20260108092137-000003-0188,CUST-000003,5750.03,2025-11-12 09:23:57,cod,Grocery,1,51,"New York, US",tablet,201.125.89.131,"New York, US","New York, US",0,271,9,2025-11-12 09:23:57
TX-20260108092137-000003-0189,CUST-000003,4053.0,2025-11-12 11:31:41,debit_card,Digital,2,50,"New York, US",tablet,201.125.89.1,"New York, US","New York, US",0,271,11,2025-11-12 11:31:41
TX-20260108092137-000003-0190,CUST-000003,25184.65,2025-11-13 11:42:12,wallet,Home,1,49,"New York, US",tablet,201.125.89.151,"New York, US","New York, US",1,272,11,2025-11-13 11:42:12
TX-20260108092137-000003-0191,CUST-000003,14339.35,2025-11-13 17:38:24,credit_card,Electronics,1,51,"New York, US",tablet,201.125.89.144,"New York, US","New York, US",0,272,17,2025-11-13 17:38:24
TX-20260108092137-000003-0192,CUST-000003,2389.26,2025-11-14 18:58:39,wallet,Fashion,1,49,"New York, US",tablet,201.125.89.239,"New York, US","New York, US",0,273,18,2025-11-14 18:58:39
TX-20260108092137-000003-0193,CUST-000003,12558.78,2025-11-15 04:26:58,debit_card,Home,3,50,"New York, US",tablet,201.125.89.129,"New York, US","New York, US",1,274,4,2025-11-15 04:26:58
TX-20260108092137-000003-0194,CUST-000003,2585.89,2025-11-15 10:31:00,cod,Grocery,1,50,"New York, US",tablet,201.125.89.114,"New York, US","New York, US",0,274,10,2025-11-15 10:31:00
TX-20260108092137-000003-0195,CUST-000003,4733.96,2025-11-15 16:32:08,debit_card,Grocery,1,48,"New York, US",desktop,201.125.89.230,"New York, US","New York, US",0,274,16,2025-11-15 16:32:08
TX-20260108092137-000003-0196,CUST-000003,16016.21,2025-11-17 15:15:27,credit_card,Grocery,2,50,"New York, US",tablet,201.125.89.57,"New York, US","New York, US",0,276,15,2025-11-17 15:15:27
TX-20260108092137-000003-0197,CUST-000003,4380.21,2025-11-18 15:12:43,wallet,Home,1,51,"New York, US",tablet,201.125.89.180,"New York, US","New York, US",0,277,15,2025-11-18 15:12:43
TX-20260108092137-000003-0198,CUST-000003,2220.27,2025-11-21 11:54:10,credit_card,Home,3,51,"New York, US",tablet,201.125.89.20,"New York, US","New York, US",0,280,11,2025-11-21 11:54:10
TX-20260108092137-000003-0199,CUST-000003,2190.01,2025-11-22 16:00:09,wallet,Grocery,1,51,"New York, US",tablet,201.125.89.47,"New York, US","New York, US",0,281,16,2025-11-22 16:00:09
TX-20260108092137-000003-0200,CUST-000003,3133.92,2025-11-23 05:14:49,debit_card,Home,2,49,"New York, US",mobile,201.125.89.224,"New York, US","New York, US",0,282,5,2025-11-23 05:14:49
TX-20260108092137-000003-0201,CUST-000003,3323.53,2025-11-23 06:19:15,debit_card,Luxury,3,49,"New York, US",tablet,201.125.89.31,"New York, US","New York, US",0,282,6,2025-11-23 06:19:15
TX-20260108092137-000003-0202,CUST-000003,1332.37,2025-11-24 15:45:40,bank_transfer,Luxury,1,48,"New York, US",tablet,201.125.89.96,"Toronto, CA","New York, US",0,283,15,2025-11-24 15:45:40
TX-20260108092137-000003-0203,CUST-000003,2495.76,2025-11-25 07:41:11,cod,Grocery,1,49,"New York, US",tablet,201.125.89.102,"Hyderabad, IN","New York, US",1,284,7,2025-11-25 07:41:11
TX-20260108092137-000003-0204,CUST-000003,1572.08,2025-11-26 01:37:03,credit_card,Luxury,1,49,"New York, US",desktop,201.125.89.101,"Moscow, RU","New York, US",1,285,1,2025-11-26 01:37:03
TX-20260108092137-000003-0205,CUST-000003,3963.56,2025-11-26 02:10:58,bank_transfer,Electronics,3,49,"New York, US",tablet,201.125.89.177,"New York, US","New York, US",1,285,2,2025-11-26 02:10:58
TX-20260108092137-000003-0206,CUST-000003,1265.52,2025-11-26 20:09:43,bank_transfer,Luxury,1,51,"New York, US",tablet,201.125.89.221,"New York, US","New York, US",0,285,20,2025-11-26 20:09:43
TX-20260108092137-000003-0207,CUST-000003,4908.6,2025-11-28 02:14:00,debit_card,Grocery,3,49,"New York, US",tablet,201.125.89.94,"New York, US","New York, US",1,287,2,2025-11-28 02:14:00
TX-20260108092137-000003-0208,CUST-000003,258.28,2025-11-28 04:32:26,bank_transfer,Digital,2,49,"New York, US",desktop,201.125.89.147,"Karachi, PK","New York, US",1,287,4,2025-11-28 04:32:26
TX-20260108092137-000003-0209,CUST-000003,3821.47,2025-11-28 12:32:52,debit_card,Electronics,3,49,"New York, US",mobile,201.125.89.220,"New York, US","New York, US",0,287,12,2025-11-28 12:32:52
TX-20260108092137-000003-0210,CUST-000003,10886.23,2025-11-30 16:05:31,debit_card,Home,1,51,"New York, US",mobile,201.125.89.35,"New York, US","New York, US",0,289,16,2025-11-30 16:05:31
TX-20260108092137-000003-0211,CUST-000003,3862.09,2025-12-01 05:04:02,cod,Luxury,2,52,"New York, US",desktop,201.125.89.144,"New York, US","New York, US",0,290,5,2025-12-01 05:04:02
TX-20260108092137-000003-0212,CUST-000003,4912.99,2025-12-02 05:31:34,credit_card,Digital,2,52,"New York, US",tablet,201.125.89.66,"New York, US","New York, US",0,291,5,2025-12-02 05:31:34
TX-20260108092137-000003-0213,CUST-000003,4344.64,2025-12-02 18:59:32,bank_transfer,Digital,2,51,"New York, US",tablet,201.125.89.144,"New York, US","New York, US",0,291,18,2025-12-02 18:59:32
TX-20260108092137-000003-0214,CUST-000003,2700.27,2025-12-03 07:42:51,wallet,Electronics,3,48,"New York, US",tablet,201.125.89.174,"New York, US","New York, US",0,292,7,2025-12-03 07:42:51
TX-20260108092137-000003-0215,CUST-000003,2644.28,2025-12-03 14:40:25,cod,Digital,1,49,"New York, US",tablet,201.125.89.200,"New York, US","New York, US",0,292,14,2025-12-03 14:40:25
TX-20260108092137-000003-0216,CUST-000003,1133.7,2025-12-05 05:27:48,cod,Home,3,50,"New York, US",desktop,201.125.89.119,"Hyderabad, IN","New York, US",0,294,5,2025-12-05 05:27:48
TX-20260108092137-000003-0217,CUST-000003,21666.79,2025-12-05 06:17:52,debit_card,Digital,2,50,"New York, US",desktop,201.125.89.157,"New York, US","New York, US",1,294,6,2025-12-05 06:17:52
TX-20260108092137-000003-0218,CUST-000003,4141.22,2025-12-07 08:51:57,credit_card,Electronics,1,50,"New York, US",tablet,201.125.89.82,"New York, US","New York, US",0,296,8,2025-12-07 08:51:57
TX-20260108092137-000003-0219,CUST-000003,4784.47,2025-12-07 16:06:13,cod,Digital,5,50,"New York, US",tablet,201.125.89.192,"Singapore, SG","New York, US",0,296,16,2025-12-07 16:06:13
TX-20260108092137-000003-0220,CUST-000003,4179.45,2025-12-09 13:08:35,bank_transfer,Fashion,2,49,"New York, US",tablet,201.125.89.187,"New York, US","New York, US",0,298,13,2025-12-09 13:08:35
TX-20260108092137-000003-0221,CUST-000003,4998.92,2025-12-09 14:01:45,credit_card,Fashion,2,49,"New York, US",tablet,201.125.89.17,"New York, US","New York, US",0,298,14,2025-12-09 14:01:45
TX-20260108092137-000003-0222,CUST-000003,5569.9,2025-12-10 00:38:18,credit_card,Electronics,1,49,"New York, US",tablet,201.125.89.22,"New York, US","New York, US",1,299,0,2025-12-10 00:38:18
TX-20260108092137-000003-0223,CUST-000003,1957.09,2025-12-10 04:53:56,credit_card,Digital,1,51,"New York, US",desktop,201.125.89.64,"New York, US","New York, US",0,299,4,2025-12-10 04:53:56
TX-20260108092137-000003-0224,CUST-000003,3276.56,2025-12-10 15:53:25,debit_card,Fashion,1,50,"New York, US",tablet,201.125.89.9,"New York, US","New York, US",0,299,15,2025-12-10 15:53:25
TX-20260108092137-000003-0225,CUST-000003,4532.07,2025-12-11 10:46:10,wallet,Home,2,50,"New York, US",tablet,201.125.89.114,"Sao Paulo, BR","New York, US",1,300,10,2025-12-11 10:46:10
TX-20260108092137-000003-0226,CUST-000003,3101.5,2025-12-11 15:32:13,cod,Fashion,5,50,"New York, US",tablet,201.125.89.192,"New York, US","New York, US",0,300,15,2025-12-11 15:32:13
TX-20260108092137-000003-0227,CUST-000003,578.86,2025-12-11 19:59:28,cod,Digital,3,49,"New York, US",tablet,201.125.89.89,"New York, US","New York, US",0,300,19,2025-12-11 19:59:28
TX-20260108092137-000003-0228,CUST-000003,5880.13,2025-12-12 08:04:06,credit_card,Home,5,51,"New York, US",tablet,201.125.89.40,"New York, US","New York, US",0,301,8,2025-12-12 08:04:06
TX-20260108092137-000003-0229,CUST-000003,4801.65,2025-12-14 03:25:16,debit_card,Grocery,2,50,"New York, US",tablet,201.125.89.177,"New York, US","New York, US",0,303,3,2025-12-14 03:25:16
TX-20260108092137-000003-0230,CUST-000003,4918.72,2025-12-14 08:15:06,bank_transfer,Grocery,1,52,"New York, US",tablet,201.125.89.75,"New York, US","New York, US",0,303,8,2025-12-14 08:15:06
TX-20260108092137-000003-0231,CUST-000003,6740.95,2025-12-14 13:30:19,cod,Grocery,2,50,"New York, US",tablet,201.125.89.42,"Paris, FR","New York, US",0,303,13,2025-12-14 13:30:19
